t,v
0.0054762,0.117632
0.0054763,0.117536
0.0054764,0.11744
0.0054765,0.117343
0.0054766,0.117246
0.0054767,0.117149
0.0054768,0.117051
0.0054769,0.116952
0.005477,0.116854
0.0054771,0.116755
0.0054772,0.116655
0.0054773,0.116556
0.0054774,0.116455
0.0054775,0.116355
0.0054776,0.116254
0.0054777,0.116153
0.0054778,0.116051
0.0054779,0.115949
0.005478,0.115847
0.0054781,0.115744
0.0054782,0.115641
0.0054783,0.115538
0.0054784,0.115434
0.0054785,0.11533
0.0054786,0.115226
0.0054787,0.115121
0.0054788,0.115015
0.0054789,0.11491
0.005479,0.114804
0.0054791,0.114698
0.0054792,0.114591
0.0054793,0.114484
0.0054794,0.114377
0.0054795,0.114269
0.0054796,0.114161
0.0054797,0.114053
0.0054798,0.113944
0.0054799,0.113835
0.00548,0.113725
0.0054801,0.113616
0.0054802,0.113505
0.0054803,0.113395
0.0054804,0.113284
0.0054805,0.113173
0.0054806,0.113061
0.0054807,0.11295
0.0054808,0.112837
0.0054809,0.112725
0.005481,0.112612
0.0054811,0.112499
0.0054812,0.112385
0.0054813,0.112271
0.0054814,0.112157
0.0054815,0.112043
0.0054816,0.111928
0.0054817,0.111812
0.0054818,0.111697
0.0054819,0.111581
0.005482,0.111465
0.0054821,0.111348
0.0054822,0.111231
0.0054823,0.111114
0.0054824,0.110997
0.0054825,0.110879
0.0054826,0.110761
0.0054827,0.110642
0.0054828,0.110523
0.0054829,0.110404
0.005483,0.110285
0.0054831,0.110165
0.0054832,0.110045
0.0054833,0.109925
0.0054834,0.109804
0.0054835,0.109683
0.0054836,0.109561
0.0054837,0.10944
0.0054838,0.109318
0.0054839,0.109195
0.005484,0.109073
0.0054841,0.10895
0.0054842,0.108827
0.0054843,0.108703
0.0054844,0.108579
0.0054845,0.108455
0.0054846,0.10833
0.0054847,0.108206
0.0054848,0.108081
0.0054849,0.107955
0.005485,0.107829
0.0054851,0.107703
0.0054852,0.107577
0.0054853,0.107451
0.0054854,0.107324
0.0054855,0.107196
0.0054856,0.107069
0.0054857,0.106941
0.0054858,0.106813
0.0054859,0.106685
0.005486,0.106556
0.0054861,0.106427
0.0054862,0.106298
0.0054863,0.106168
0.0054864,0.106038
0.0054865,0.105908
0.0054866,0.105778
0.0054867,0.105647
0.0054868,0.105516
0.0054869,0.105385
0.005487,0.105253
0.0054871,0.105121
0.0054872,0.104989
0.0054873,0.104857
0.0054874,0.104724
0.0054875,0.104591
0.0054876,0.104458
0.0054877,0.104324
0.0054878,0.10419
0.0054879,0.104056
0.005488,0.103922
0.0054881,0.103787
0.0054882,0.103652
0.0054883,0.103517
0.0054884,0.103382
0.0054885,0.103246
0.0054886,0.10311
0.0054887,0.102973
0.0054888,0.102837
0.0054889,0.1027
0.005489,0.102563
0.0054891,0.102426
0.0054892,0.102288
0.0054893,0.10215
0.0054894,0.102012
0.0054895,0.101873
0.0054896,0.101735
0.0054897,0.101596
0.0054898,0.101457
0.0054899,0.101317
0.00549,0.101177
0.0054901,0.101037
0.0054902,0.100897
0.0054903,0.100757
0.0054904,0.100616
0.0054905,0.100475
0.0054906,0.100334
0.0054907,0.100192
0.0054908,0.10005
0.0054909,0.0999083
0.005491,0.099766
0.0054911,0.0996235
0.0054912,0.0994807
0.0054913,0.0993377
0.0054914,0.0991944
0.0054915,0.0990509
0.0054916,0.0989072
0.0054917,0.0987632
0.0054918,0.0986189
0.0054919,0.0984745
0.005492,0.0983297
0.0054921,0.0981848
0.0054922,0.0980396
0.0054923,0.0978941
0.0054924,0.0977485
0.0054925,0.0976026
0.0054926,0.0974564
0.0054927,0.09731
0.0054928,0.0971634
0.0054929,0.0970166
0.005493,0.0968695
0.0054931,0.0967222
0.0054932,0.0965746
0.0054933,0.0964269
0.0054934,0.0962789
0.0054935,0.0961307
0.0054936,0.0959822
0.0054937,0.0958335
0.0054938,0.0956846
0.0054939,0.0955355
0.005494,0.0953861
0.0054941,0.0952366
0.0054942,0.0950868
0.0054943,0.0949368
0.0054944,0.0947865
0.0054945,0.0946361
0.0054946,0.0944854
0.0054947,0.0943345
0.0054948,0.0941834
0.0054949,0.0940321
0.005495,0.0938806
0.0054951,0.0937289
0.0054952,0.0935769
0.0054953,0.0934247
0.0054954,0.0932724
0.0054955,0.0931198
0.0054956,0.092967
0.0054957,0.092814
0.0054958,0.0926608
0.0054959,0.0925074
0.005496,0.0923537
0.0054961,0.0921999
0.0054962,0.0920459
0.0054963,0.0918917
0.0054964,0.0917372
0.0054965,0.0915826
0.0054966,0.0914278
0.0054967,0.0912727
0.0054968,0.0911175
0.0054969,0.0909621
0.005497,0.0908065
0.0054971,0.0906506
0.0054972,0.0904946
0.0054973,0.0903384
0.0054974,0.090182
0.0054975,0.0900254
0.0054976,0.0898687
0.0054977,0.0897117
0.0054978,0.0895545
0.0054979,0.0893972
0.005498,0.0892397
0.0054981,0.0890819
0.0054982,0.088924
0.0054983,0.0887659
0.0054984,0.0886077
0.0054985,0.0884492
0.0054986,0.0882906
0.0054987,0.0881317
0.0054988,0.0879727
0.0054989,0.0878136
0.005499,0.0876542
0.0054991,0.0874947
0.0054992,0.087335
0.0054993,0.0871751
0.0054994,0.087015
0.0054995,0.0868548
0.0054996,0.0866944
0.0054997,0.0865338
0.0054998,0.086373
0.0054999,0.0862121
0.0055,0.086051
0.0055001,0.0858897
0.0055002,0.0857283
0.0055003,0.0855667
0.0055004,0.0854049
0.0055005,0.085243
0.0055006,0.0850809
0.0055007,0.0849187
0.0055008,0.0847562
0.0055009,0.0845937
0.005501,0.0844309
0.0055011,0.084268
0.0055012,0.0841049
0.0055013,0.0839417
0.0055014,0.0837783
0.0055015,0.0836148
0.0055016,0.0834511
0.0055017,0.0832873
0.0055018,0.0831233
0.0055019,0.0829591
0.005502,0.0827948
0.0055021,0.0826304
0.0055022,0.0824658
0.0055023,0.082301
0.0055024,0.0821361
0.0055025,0.0819711
0.0055026,0.0818059
0.0055027,0.0816405
0.0055028,0.081475
0.0055029,0.0813094
0.005503,0.0811436
0.0055031,0.0809777
0.0055032,0.0808116
0.0055033,0.0806454
0.0055034,0.0804791
0.0055035,0.0803126
0.0055036,0.080146
0.0055037,0.0799792
0.0055038,0.0798123
0.0055039,0.0796453
0.005504,0.0794781
0.0055041,0.0793108
0.0055042,0.0791434
0.0055043,0.0789758
0.0055044,0.0788082
0.0055045,0.0786403
0.0055046,0.0784724
0.0055047,0.0783043
0.0055048,0.0781361
0.0055049,0.0779677
0.005505,0.0777993
0.0055051,0.0776307
0.0055052,0.077462
0.0055053,0.0772931
0.0055054,0.0771242
0.0055055,0.0769551
0.0055056,0.0767859
0.0055057,0.0766166
0.0055058,0.0764471
0.0055059,0.0762776
0.005506,0.0761079
0.0055061,0.0759381
0.0055062,0.0757682
0.0055063,0.0755982
0.0055064,0.075428
0.0055065,0.0752578
0.0055066,0.0750874
0.0055067,0.0749169
0.0055068,0.0747463
0.0055069,0.0745756
0.005507,0.0744048
0.0055071,0.0742339
0.0055072,0.0740629
0.0055073,0.0738917
0.0055074,0.0737205
0.0055075,0.0735492
0.0055076,0.0733777
0.0055077,0.0732062
0.0055078,0.0730345
0.0055079,0.0728628
0.005508,0.0726909
0.0055081,0.072519
0.0055082,0.0723469
0.0055083,0.0721748
0.0055084,0.0720025
0.0055085,0.0718302
0.0055086,0.0716577
0.0055087,0.0714852
0.0055088,0.0713126
0.0055089,0.0711399
0.005509,0.070967
0.0055091,0.0707941
0.0055092,0.0706211
0.0055093,0.0704481
0.0055094,0.0702749
0.0055095,0.0701016
0.0055096,0.0699283
0.0055097,0.0697548
0.0055098,0.0695813
0.0055099,0.0694077
0.00551,0.069234
0.0055101,0.0690603
0.0055102,0.0688864
0.0055103,0.0687125
0.0055104,0.0685384
0.0055105,0.0683644
0.0055106,0.0681902
0.0055107,0.0680159
0.0055108,0.0678416
0.0055109,0.0676672
0.005511,0.0674927
0.0055111,0.0673181
0.0055112,0.0671435
0.0055113,0.0669688
0.0055114,0.066794
0.0055115,0.0666192
0.0055116,0.0664443
0.0055117,0.0662693
0.0055118,0.0660942
0.0055119,0.0659191
0.005512,0.0657439
0.0055121,0.0655686
0.0055122,0.0653933
0.0055123,0.0652179
0.0055124,0.0650425
0.0055125,0.0648669
0.0055126,0.0646914
0.0055127,0.0645157
0.0055128,0.06434
0.0055129,0.0641642
0.005513,0.0639884
0.0055131,0.0638125
0.0055132,0.0636366
0.0055133,0.0634606
0.0055134,0.0632845
0.0055135,0.0631084
0.0055136,0.0629323
0.0055137,0.0627561
0.0055138,0.0625798
0.0055139,0.0624035
0.005514,0.0622271
0.0055141,0.0620507
0.0055142,0.0618742
0.0055143,0.0616977
0.0055144,0.0615211
0.0055145,0.0613445
0.0055146,0.0611678
0.0055147,0.0609911
0.0055148,0.0608144
0.0055149,0.0606376
0.005515,0.0604607
0.0055151,0.0602838
0.0055152,0.0601069
0.0055153,0.05993
0.0055154,0.0597529
0.0055155,0.0595759
0.0055156,0.0593988
0.0055157,0.0592217
0.0055158,0.0590445
0.0055159,0.0588673
0.005516,0.0586901
0.0055161,0.0585129
0.0055162,0.0583356
0.0055163,0.0581582
0.0055164,0.0579809
0.0055165,0.0578035
0.0055166,0.057626
0.0055167,0.0574486
0.0055168,0.0572711
0.0055169,0.0570936
0.005517,0.056916
0.0055171,0.0567385
0.0055172,0.0565609
0.0055173,0.0563833
0.0055174,0.0562056
0.0055175,0.056028
0.0055176,0.0558503
0.0055177,0.0556726
0.0055178,0.0554948
0.0055179,0.0553171
0.005518,0.0551393
0.0055181,0.0549615
0.0055182,0.0547837
0.0055183,0.0546059
0.0055184,0.054428
0.0055185,0.0542502
0.0055186,0.0540723
0.0055187,0.0538944
0.0055188,0.0537165
0.0055189,0.0535386
0.005519,0.0533606
0.0055191,0.0531827
0.0055192,0.0530048
0.0055193,0.0528268
0.0055194,0.0526488
0.0055195,0.0524708
0.0055196,0.0522929
0.0055197,0.0521149
0.0055198,0.0519369
0.0055199,0.0517589
0.00552,0.0515809
0.0055201,0.0514028
0.0055202,0.0512248
0.0055203,0.0510468
0.0055204,0.0508688
0.0055205,0.0506908
0.0055206,0.0505128
0.0055207,0.0503347
0.0055208,0.0501567
0.0055209,0.0499787
0.005521,0.0498007
0.0055211,0.0496227
0.0055212,0.0494447
0.0055213,0.0492667
0.0055214,0.0490887
0.0055215,0.0489107
0.0055216,0.0487327
0.0055217,0.0485548
0.0055218,0.0483768
0.0055219,0.0481988
0.005522,0.0480209
0.0055221,0.047843
0.0055222,0.0476651
0.0055223,0.0474871
0.0055224,0.0473093
0.0055225,0.0471314
0.0055226,0.0469535
0.0055227,0.0467757
0.0055228,0.0465978
0.0055229,0.04642
0.005523,0.0462422
0.0055231,0.0460644
0.0055232,0.0458867
0.0055233,0.0457089
0.0055234,0.0455312
0.0055235,0.0453535
0.0055236,0.0451758
0.0055237,0.0449982
0.0055238,0.0448206
0.0055239,0.044643
0.005524,0.0444654
0.0055241,0.0442878
0.0055242,0.0441103
0.0055243,0.0439328
0.0055244,0.0437553
0.0055245,0.0435779
0.0055246,0.0434004
0.0055247,0.0432231
0.0055248,0.0430457
0.0055249,0.0428684
0.005525,0.0426911
0.0055251,0.0425138
0.0055252,0.0423366
0.0055253,0.0421594
0.0055254,0.0419822
0.0055255,0.0418051
0.0055256,0.041628
0.0055257,0.041451
0.0055258,0.041274
0.0055259,0.041097
0.005526,0.0409201
0.0055261,0.0407432
0.0055262,0.0405663
0.0055263,0.0403895
0.0055264,0.0402127
0.0055265,0.040036
0.0055266,0.0398593
0.0055267,0.0396827
0.0055268,0.0395061
0.0055269,0.0393295
0.005527,0.039153
0.0055271,0.0389766
0.0055272,0.0388001
0.0055273,0.0386238
0.0055274,0.0384475
0.0055275,0.0382712
0.0055276,0.038095
0.0055277,0.0379188
0.0055278,0.0377427
0.0055279,0.0375666
0.005528,0.0373906
0.0055281,0.0372147
0.0055282,0.0370388
0.0055283,0.0368629
0.0055284,0.0366871
0.0055285,0.0365114
0.0055286,0.0363357
0.0055287,0.0361601
0.0055288,0.0359845
0.0055289,0.035809
0.005529,0.0356336
0.0055291,0.0354582
0.0055292,0.0352829
0.0055293,0.0351076
0.0055294,0.0349324
0.0055295,0.0347573
0.0055296,0.0345822
0.0055297,0.0344072
0.0055298,0.0342323
0.0055299,0.0340574
0.00553,0.0338826
0.0055301,0.0337078
0.0055302,0.0335331
0.0055303,0.0333585
0.0055304,0.033184
0.0055305,0.0330095
0.0055306,0.0328351
0.0055307,0.0326608
0.0055308,0.0324865
0.0055309,0.0323123
0.005531,0.0321382
0.0055311,0.0319642
0.0055312,0.0317902
0.0055313,0.0316163
0.0055314,0.0314425
0.0055315,0.0312687
0.0055316,0.0310951
0.0055317,0.0309215
0.0055318,0.030748
0.0055319,0.0305745
0.005532,0.0304012
0.0055321,0.0302279
0.0055322,0.0300547
0.0055323,0.0298816
0.0055324,0.0297085
0.0055325,0.0295356
0.0055326,0.0293627
0.0055327,0.0291899
0.0055328,0.0290172
0.0055329,0.0288446
0.005533,0.0286721
0.0055331,0.0284996
0.0055332,0.0283273
0.0055333,0.028155
0.0055334,0.0279828
0.0055335,0.0278107
0.0055336,0.0276387
0.0055337,0.0274668
0.0055338,0.027295
0.0055339,0.0271232
0.005534,0.0269516
0.0055341,0.0267801
0.0055342,0.0266086
0.0055343,0.0264372
0.0055344,0.026266
0.0055345,0.0260948
0.0055346,0.0259237
0.0055347,0.0257527
0.0055348,0.0255818
0.0055349,0.025411
0.005535,0.0252403
0.0055351,0.0250697
0.0055352,0.0248992
0.0055353,0.0247288
0.0055354,0.0245585
0.0055355,0.0243883
0.0055356,0.0242182
0.0055357,0.0240482
0.0055358,0.0238783
0.0055359,0.0237085
0.005536,0.0235388
0.0055361,0.0233693
0.0055362,0.0231998
0.0055363,0.0230304
0.0055364,0.0228611
0.0055365,0.022692
0.0055366,0.0225229
0.0055367,0.022354
0.0055368,0.0221851
0.0055369,0.0220164
0.005537,0.0218478
0.0055371,0.0216793
0.0055372,0.0215109
0.0055373,0.0213426
0.0055374,0.0211744
0.0055375,0.0210063
0.0055376,0.0208384
0.0055377,0.0206705
0.0055378,0.0205028
0.0055379,0.0203352
0.005538,0.0201677
0.0055381,0.0200003
0.0055382,0.0198331
0.0055383,0.0196659
0.0055384,0.0194989
0.0055385,0.019332
0.0055386,0.0191652
0.0055387,0.0189985
0.0055388,0.0188319
0.0055389,0.0186655
0.005539,0.0184992
0.0055391,0.018333
0.0055392,0.0181669
0.0055393,0.018001
0.0055394,0.0178351
0.0055395,0.0176694
0.0055396,0.0175038
0.0055397,0.0173384
0.0055398,0.0171731
0.0055399,0.0170078
0.00554,0.0168428
0.0055401,0.0166778
0.0055402,0.016513
0.0055403,0.0163483
0.0055404,0.0161837
0.0055405,0.0160193
0.0055406,0.015855
0.0055407,0.0156908
0.0055408,0.0155267
0.0055409,0.0153628
0.005541,0.015199
0.0055411,0.0150354
0.0055412,0.0148718
0.0055413,0.0147085
0.0055414,0.0145452
0.0055415,0.0143821
0.0055416,0.0142191
0.0055417,0.0140562
0.0055418,0.0138935
0.0055419,0.0137309
0.005542,0.0135685
0.0055421,0.0134062
0.0055422,0.013244
0.0055423,0.013082
0.0055424,0.0129201
0.0055425,0.0127583
0.0055426,0.0125967
0.0055427,0.0124352
0.0055428,0.0122739
0.0055429,0.0121127
0.005543,0.0119517
0.0055431,0.0117908
0.0055432,0.01163
0.0055433,0.0114694
0.0055434,0.0113089
0.0055435,0.0111486
0.0055436,0.0109884
0.0055437,0.0108283
0.0055438,0.0106685
0.0055439,0.0105087
0.005544,0.0103491
0.0055441,0.0101896
0.0055442,0.0100303
0.0055443,0.00987118
0.0055444,0.00971217
0.0055445,0.00955331
0.0055446,0.00939459
0.0055447,0.00923603
0.0055448,0.00907762
0.0055449,0.00891937
0.005545,0.00876126
0.0055451,0.0086033
0.0055452,0.0084455
0.0055453,0.00828785
0.0055454,0.00813036
0.0055455,0.00797302
0.0055456,0.00781583
0.0055457,0.0076588
0.0055458,0.00750193
0.0055459,0.00734521
0.005546,0.00718865
0.0055461,0.00703224
0.0055462,0.00687599
0.0055463,0.0067199
0.0055464,0.00656397
0.0055465,0.0064082
0.0055466,0.00625258
0.0055467,0.00609713
0.0055468,0.00594184
0.0055469,0.0057867
0.005547,0.00563173
0.0055471,0.00547692
0.0055472,0.00532228
0.0055473,0.00516779
0.0055474,0.00501347
0.0055475,0.00485931
0.0055476,0.00470532
0.0055477,0.00455149
0.0055478,0.00439782
0.0055479,0.00424432
0.005548,0.00409099
0.0055481,0.00393782
0.0055482,0.00378482
0.0055483,0.00363198
0.0055484,0.00347932
0.0055485,0.00332682
0.0055486,0.00317449
0.0055487,0.00302232
0.0055488,0.00287033
0.0055489,0.00271851
0.005549,0.00256686
0.0055491,0.00241537
0.0055492,0.00226406
0.0055493,0.00211292
0.0055494,0.00196196
0.0055495,0.00181116
0.0055496,0.00166054
0.0055497,0.00151009
0.0055498,0.00135981
0.0055499,0.00120971
0.00555,0.00105978
0.0055501,0.000910029
0.0055502,0.000760451
0.0055503,0.000611049
0.0055504,0.000461823
0.0055505,0.000312774
0.0055506,0.000163902
0.0055507,1.52064e-05
0.0055508,-0.000133311
0.0055509,-0.00028165
0.005551,-0.000429811
0.0055511,-0.000577792
0.0055512,-0.000725595
0.0055513,-0.000873217
0.0055514,-0.00102066
0.0055515,-0.00116792
0.0055516,-0.001315
0.0055517,-0.0014619
0.0055518,-0.00160862
0.0055519,-0.00175515
0.005552,-0.00190151
0.0055521,-0.00204768
0.0055522,-0.00219366
0.0055523,-0.00233947
0.0055524,-0.00248508
0.0055525,-0.00263052
0.0055526,-0.00277577
0.0055527,-0.00292083
0.0055528,-0.00306571
0.0055529,-0.0032104
0.005553,-0.0033549
0.0055531,-0.00349922
0.0055532,-0.00364335
0.0055533,-0.0037873
0.0055534,-0.00393105
0.0055535,-0.00407462
0.0055536,-0.004218
0.0055537,-0.00436119
0.0055538,-0.00450419
0.0055539,-0.00464699
0.005554,-0.00478961
0.0055541,-0.00493204
0.0055542,-0.00507428
0.0055543,-0.00521633
0.0055544,-0.00535818
0.0055545,-0.00549984
0.0055546,-0.00564131
0.0055547,-0.00578259
0.0055548,-0.00592367
0.0055549,-0.00606456
0.005555,-0.00620526
0.0055551,-0.00634576
0.0055552,-0.00648607
0.0055553,-0.00662618
0.0055554,-0.0067661
0.0055555,-0.00690582
0.0055556,-0.00704534
0.0055557,-0.00718467
0.0055558,-0.0073238
0.0055559,-0.00746274
0.005556,-0.00760147
0.0055561,-0.00774001
0.0055562,-0.00787835
0.0055563,-0.0080165
0.0055564,-0.00815444
0.0055565,-0.00829218
0.0055566,-0.00842973
0.0055567,-0.00856707
0.0055568,-0.00870422
0.0055569,-0.00884116
0.005557,-0.00897791
0.0055571,-0.00911445
0.0055572,-0.00925079
0.0055573,-0.00938693
0.0055574,-0.00952286
0.0055575,-0.0096586
0.0055576,-0.00979413
0.0055577,-0.00992946
0.0055578,-0.0100646
0.0055579,-0.0101995
0.005558,-0.0103342
0.0055581,-0.0104687
0.0055582,-0.010603
0.0055583,-0.0107371
0.0055584,-0.010871
0.0055585,-0.0110047
0.0055586,-0.0111382
0.0055587,-0.0112715
0.0055588,-0.0114046
0.0055589,-0.0115374
0.005559,-0.0116701
0.0055591,-0.0118025
0.0055592,-0.0119348
0.0055593,-0.0120668
0.0055594,-0.0121986
0.0055595,-0.0123302
0.0055596,-0.0124617
0.0055597,-0.0125928
0.0055598,-0.0127238
0.0055599,-0.0128546
0.00556,-0.0129852
0.0055601,-0.0131155
0.0055602,-0.0132457
0.0055603,-0.0133756
0.0055604,-0.0135053
0.0055605,-0.0136348
0.0055606,-0.0137641
0.0055607,-0.0138932
0.0055608,-0.0140221
0.0055609,-0.0141508
0.005561,-0.0142792
0.0055611,-0.0144074
0.0055612,-0.0145355
0.0055613,-0.0146633
0.0055614,-0.0147909
0.0055615,-0.0149182
0.0055616,-0.0150454
0.0055617,-0.0151723
0.0055618,-0.0152991
0.0055619,-0.0154256
0.005562,-0.0155519
0.0055621,-0.015678
0.0055622,-0.0158038
0.0055623,-0.0159295
0.0055624,-0.0160549
0.0055625,-0.0161801
0.0055626,-0.0163051
0.0055627,-0.0164299
0.0055628,-0.0165545
0.0055629,-0.0166788
0.005563,-0.0168029
0.0055631,-0.0169268
0.0055632,-0.0170505
0.0055633,-0.017174
0.0055634,-0.0172972
0.0055635,-0.0174203
0.0055636,-0.0175431
0.0055637,-0.0176657
0.0055638,-0.017788
0.0055639,-0.0179102
0.005564,-0.0180321
0.0055641,-0.0181538
0.0055642,-0.0182753
0.0055643,-0.0183965
0.0055644,-0.0185176
0.0055645,-0.0186384
0.0055646,-0.018759
0.0055647,-0.0188793
0.0055648,-0.0189995
0.0055649,-0.0191194
0.005565,-0.0192391
0.0055651,-0.0193585
0.0055652,-0.0194778
0.0055653,-0.0195968
0.0055654,-0.0197156
0.0055655,-0.0198342
0.0055656,-0.0199525
0.0055657,-0.0200707
0.0055658,-0.0201886
0.0055659,-0.0203062
0.005566,-0.0204237
0.0055661,-0.0205409
0.0055662,-0.0206579
0.0055663,-0.0207747
0.0055664,-0.0208912
0.0055665,-0.0210075
0.0055666,-0.0211236
0.0055667,-0.0212394
0.0055668,-0.0213551
0.0055669,-0.0214705
0.005567,-0.0215857
0.0055671,-0.0217006
0.0055672,-0.0218153
0.0055673,-0.0219298
0.0055674,-0.0220441
0.0055675,-0.0221581
0.0055676,-0.0222719
0.0055677,-0.0223855
0.0055678,-0.0224988
0.0055679,-0.0226119
0.005568,-0.0227248
0.0055681,-0.0228374
0.0055682,-0.0229499
0.0055683,-0.0230621
0.0055684,-0.023174
0.0055685,-0.0232857
0.0055686,-0.0233972
0.0055687,-0.0235085
0.0055688,-0.0236195
0.0055689,-0.0237303
0.005569,-0.0238409
0.0055691,-0.0239512
0.0055692,-0.0240613
0.0055693,-0.0241712
0.0055694,-0.0242808
0.0055695,-0.0243902
0.0055696,-0.0244994
0.0055697,-0.0246084
0.0055698,-0.0247171
0.0055699,-0.0248255
0.00557,-0.0249338
0.0055701,-0.0250418
0.0055702,-0.0251495
0.0055703,-0.0252571
0.0055704,-0.0253644
0.0055705,-0.0254714
0.0055706,-0.0255783
0.0055707,-0.0256848
0.0055708,-0.0257912
0.0055709,-0.0258973
0.005571,-0.0260032
0.0055711,-0.0261089
0.0055712,-0.0262143
0.0055713,-0.0263195
0.0055714,-0.0264244
0.0055715,-0.0265291
0.0055716,-0.0266336
0.0055717,-0.0267378
0.0055718,-0.0268418
0.0055719,-0.0269456
0.005572,-0.0270491
0.0055721,-0.0271524
0.0055722,-0.0272554
0.0055723,-0.0273582
0.0055724,-0.0274608
0.0055725,-0.0275631
0.0055726,-0.0276652
0.0055727,-0.0277671
0.0055728,-0.0278687
0.0055729,-0.0279701
0.005573,-0.0280712
0.0055731,-0.0281721
0.0055732,-0.0282728
0.0055733,-0.0283732
0.0055734,-0.0284734
0.0055735,-0.0285733
0.0055736,-0.028673
0.0055737,-0.0287725
0.0055738,-0.0288717
0.0055739,-0.0289707
0.005574,-0.0290695
0.0055741,-0.029168
0.0055742,-0.0292662
0.0055743,-0.0293643
0.0055744,-0.029462
0.0055745,-0.0295596
0.0055746,-0.0296569
0.0055747,-0.029754
0.0055748,-0.0298508
0.0055749,-0.0299474
0.005575,-0.0300437
0.0055751,-0.0301398
0.0055752,-0.0302357
0.0055753,-0.0303313
0.0055754,-0.0304266
0.0055755,-0.0305218
0.0055756,-0.0306167
0.0055757,-0.0307113
0.0055758,-0.0308057
0.0055759,-0.0308999
0.005576,-0.0309938
0.0055761,-0.0310875
0.0055762,-0.0311809
0.0055763,-0.0312741
0.0055764,-0.031367
0.0055765,-0.0314598
0.0055766,-0.0315522
0.0055767,-0.0316444
0.0055768,-0.0317364
0.0055769,-0.0318281
0.005577,-0.0319196
0.0055771,-0.0320109
0.0055772,-0.0321019
0.0055773,-0.0321926
0.0055774,-0.0322832
0.0055775,-0.0323734
0.0055776,-0.0324635
0.0055777,-0.0325533
0.0055778,-0.0326428
0.0055779,-0.0327321
0.005578,-0.0328211
0.0055781,-0.0329099
0.0055782,-0.0329985
0.0055783,-0.0330868
0.0055784,-0.0331749
0.0055785,-0.0332627
0.0055786,-0.0333503
0.0055787,-0.0334377
0.0055788,-0.0335248
0.0055789,-0.0336116
0.005579,-0.0336982
0.0055791,-0.0337846
0.0055792,-0.0338707
0.0055793,-0.0339566
0.0055794,-0.0340422
0.0055795,-0.0341276
0.0055796,-0.0342127
0.0055797,-0.0342976
0.0055798,-0.0343822
0.0055799,-0.0344666
0.00558,-0.0345508
0.0055801,-0.0346347
0.0055802,-0.0347183
0.0055803,-0.0348017
0.0055804,-0.0348849
0.0055805,-0.0349678
0.0055806,-0.0350505
0.0055807,-0.0351329
0.0055808,-0.0352151
0.0055809,-0.0352971
0.005581,-0.0353788
0.0055811,-0.0354602
0.0055812,-0.0355414
0.0055813,-0.0356224
0.0055814,-0.0357031
0.0055815,-0.0357835
0.0055816,-0.0358637
0.0055817,-0.0359437
0.0055818,-0.0360234
0.0055819,-0.0361029
0.005582,-0.0361821
0.0055821,-0.0362611
0.0055822,-0.0363398
0.0055823,-0.0364183
0.0055824,-0.0364966
0.0055825,-0.0365745
0.0055826,-0.0366523
0.0055827,-0.0367298
0.0055828,-0.036807
0.0055829,-0.036884
0.005583,-0.0369608
0.0055831,-0.0370373
0.0055832,-0.0371136
0.0055833,-0.0371896
0.0055834,-0.0372654
0.0055835,-0.0373409
0.0055836,-0.0374162
0.0055837,-0.0374912
0.0055838,-0.037566
0.0055839,-0.0376405
0.005584,-0.0377148
0.0055841,-0.0377888
0.0055842,-0.0378626
0.0055843,-0.0379362
0.0055844,-0.0380095
0.0055845,-0.0380825
0.0055846,-0.0381553
0.0055847,-0.0382279
0.0055848,-0.0383002
0.0055849,-0.0383722
0.005585,-0.0384441
0.0055851,-0.0385156
0.0055852,-0.0385869
0.0055853,-0.038658
0.0055854,-0.0387288
0.0055855,-0.0387994
0.0055856,-0.0388697
0.0055857,-0.0389398
0.0055858,-0.0390097
0.0055859,-0.0390793
0.005586,-0.0391486
0.0055861,-0.0392177
0.0055862,-0.0392865
0.0055863,-0.0393551
0.0055864,-0.0394235
0.0055865,-0.0394916
0.0055866,-0.0395594
0.0055867,-0.039627
0.0055868,-0.0396944
0.0055869,-0.0397615
0.005587,-0.0398284
0.0055871,-0.039895
0.0055872,-0.0399614
0.0055873,-0.0400275
0.0055874,-0.0400934
0.0055875,-0.040159
0.0055876,-0.0402244
0.0055877,-0.0402895
0.0055878,-0.0403544
0.0055879,-0.0404191
0.005588,-0.0404835
0.0055881,-0.0405476
0.0055882,-0.0406115
0.0055883,-0.0406752
0.0055884,-0.0407386
0.0055885,-0.0408017
0.0055886,-0.0408647
0.0055887,-0.0409273
0.0055888,-0.0409897
0.0055889,-0.0410519
0.005589,-0.0411138
0.0055891,-0.0411755
0.0055892,-0.041237
0.0055893,-0.0412981
0.0055894,-0.0413591
0.0055895,-0.0414198
0.0055896,-0.0414802
0.0055897,-0.0415404
0.0055898,-0.0416004
0.0055899,-0.0416601
0.00559,-0.0417195
0.0055901,-0.0417788
0.0055902,-0.0418377
0.0055903,-0.0418965
0.0055904,-0.0419549
0.0055905,-0.0420132
0.0055906,-0.0420711
0.0055907,-0.0421289
0.0055908,-0.0421864
0.0055909,-0.0422436
0.005591,-0.0423006
0.0055911,-0.0423574
0.0055912,-0.0424139
0.0055913,-0.0424701
0.0055914,-0.0425262
0.0055915,-0.0425819
0.0055916,-0.0426375
0.0055917,-0.0426927
0.0055918,-0.0427478
0.0055919,-0.0428026
0.005592,-0.0428571
0.0055921,-0.0429114
