t,i
0.0043788,0.0952166
0.0043789,0.0952166
0.004379,0.0952167
0.0043791,0.0952167
0.0043792,0.0952168
0.0043793,0.0952168
0.0043794,0.0952168
0.0043795,0.0952169
0.0043796,0.0952169
0.0043797,0.095217
0.0043798,0.095217
0.0043799,0.0952171
0.00438,0.0952171
0.0043801,0.0952171
0.0043802,0.0952172
0.0043803,0.0952172
0.0043804,0.0952173
0.0043805,0.0952173
0.0043806,0.0952174
0.0043807,0.0952174
0.0043808,0.0952174
0.0043809,0.0952175
0.004381,0.0952175
0.0043811,0.0952176
0.0043812,0.0952176
0.0043813,0.0952177
0.0043814,0.0952177
0.0043815,0.0952177
0.0043816,0.0952178
0.0043817,0.0952178
0.0043818,0.0952179
0.0043819,0.0952179
0.004382,0.095218
0.0043821,0.095218
0.0043822,0.095218
0.0043823,0.0952181
0.0043824,0.0952181
0.0043825,0.0952182
0.0043826,0.0952182
0.0043827,0.0952183
0.0043828,0.0952183
0.0043829,0.0952184
0.004383,0.0952184
0.0043831,0.0952184
0.0043832,0.0952185
0.0043833,0.0952185
0.0043834,0.0952186
0.0043835,0.0952186
0.0043836,0.0952187
0.0043837,0.0952187
0.0043838,0.0952187
0.0043839,0.0952188
0.004384,0.0952188
0.0043841,0.0952189
0.0043842,0.0952189
0.0043843,0.095219
0.0043844,0.095219
0.0043845,0.0952191
0.0043846,0.0952191
0.0043847,0.0952191
0.0043848,0.0952192
0.0043849,0.0952192
0.004385,0.0952193
0.0043851,0.0952193
0.0043852,0.0952194
0.0043853,0.0952194
0.0043854,0.0952195
0.0043855,0.0952195
0.0043856,0.0952195
0.0043857,0.0952196
0.0043858,0.0952196
0.0043859,0.0952197
0.004386,0.0952197
0.0043861,0.0952198
0.0043862,0.0952198
0.0043863,0.0952199
0.0043864,0.0952199
0.0043865,0.0952199
0.0043866,0.09522
0.0043867,0.09522
0.0043868,0.0952201
0.0043869,0.0952201
0.004387,0.0952202
0.0043871,0.0952202
0.0043872,0.0952203
0.0043873,0.0952203
0.0043874,0.0952203
0.0043875,0.0952204
0.0043876,0.0952204
0.0043877,0.0952205
0.0043878,0.0952205
0.0043879,0.0952206
0.004388,0.0952206
0.0043881,0.0952207
0.0043882,0.0952207
0.0043883,0.0952208
0.0043884,0.0952208
0.0043885,0.0952208
0.0043886,0.0952209
0.0043887,0.0952209
0.0043888,0.095221
0.0043889,0.095221
0.004389,0.0952211
0.0043891,0.0952211
0.0043892,0.0952212
0.0043893,0.0952212
0.0043894,0.0952213
0.0043895,0.0952213
0.0043896,0.0952213
0.0043897,0.0952214
0.0043898,0.0952214
0.0043899,0.0952215
0.00439,0.0952215
0.0043901,0.0952216
0.0043902,0.0952216
0.0043903,0.0952217
0.0043904,0.0952217
0.0043905,0.0952217
0.0043906,0.0952218
0.0043907,0.0952218
0.0043908,0.0952219
0.0043909,0.0952219
0.004391,0.095222
0.0043911,0.095222
0.0043912,0.0952221
0.0043913,0.0952221
0.0043914,0.0952222
0.0043915,0.0952222
0.0043916,0.0952222
0.0043917,0.0952223
0.0043918,0.0952223
0.0043919,0.0952224
0.004392,0.0952224
0.0043921,0.0952225
0.0043922,0.0952225
0.0043923,0.0952226
0.0043924,0.0952226
0.0043925,0.0952227
0.0043926,0.0952227
0.0043927,0.0952228
0.0043928,0.0952228
0.0043929,0.0952228
0.004393,0.0952229
0.0043931,0.0952229
0.0043932,0.095223
0.0043933,0.095223
0.0043934,0.0952231
0.0043935,0.0952231
0.0043936,0.0952232
0.0043937,0.0952232
0.0043938,0.0952233
0.0043939,0.0952233
0.004394,0.0952233
0.0043941,0.0952234
0.0043942,0.0952234
0.0043943,0.0952235
0.0043944,0.0952235
0.0043945,0.0952236
0.0043946,0.0952236
0.0043947,0.0952237
0.0043948,0.0952237
0.0043949,0.0952238
0.004395,0.0952238
0.0043951,0.0952238
0.0043952,0.0952239
0.0043953,0.0952239
0.0043954,0.095224
0.0043955,0.095224
0.0043956,0.0952241
0.0043957,0.0952241
0.0043958,0.0952242
0.0043959,0.0952242
0.004396,0.0952243
0.0043961,0.0952243
0.0043962,0.0952244
0.0043963,0.0952244
0.0043964,0.0952244
0.0043965,0.0952245
0.0043966,0.0952245
0.0043967,0.0952246
0.0043968,0.0952246
0.0043969,0.0952247
0.004397,0.0952247
0.0043971,0.0952248
0.0043972,0.0952248
0.0043973,0.0952249
0.0043974,0.0952249
0.0043975,0.095225
0.0043976,0.095225
0.0043977,0.095225
0.0043978,0.0952251
0.0043979,0.0952251
0.004398,0.0952252
0.0043981,0.0952252
0.0043982,0.0952253
0.0043983,0.0952253
0.0043984,0.0952254
0.0043985,0.0952254
0.0043986,0.0952255
0.0043987,0.0952255
0.0043988,0.0952255
0.0043989,0.0952256
0.004399,0.0952256
0.0043991,0.0952257
0.0043992,0.0952257
0.0043993,0.0952258
0.0043994,0.0952258
0.0043995,0.0952259
0.0043996,0.0952259
0.0043997,0.095226
0.0043998,0.095226
0.0043999,0.0952261
0.0044,0.0952261
0.0044001,0.0952261
0.0044002,0.0952262
0.0044003,0.0952262
0.0044004,0.0952263
0.0044005,0.0952263
0.0044006,0.0952264
0.0044007,0.0952264
0.0044008,0.0952265
0.0044009,0.0952265
0.004401,0.0952266
0.0044011,0.0952266
0.0044012,0.0952266
0.0044013,0.0952267
0.0044014,0.0952267
0.0044015,0.0952268
0.0044016,0.0952268
0.0044017,0.0952269
0.0044018,0.0952269
0.0044019,0.095227
0.004402,0.095227
0.0044021,0.0952271
0.0044022,0.0952271
0.0044023,0.0952272
0.0044024,0.0952272
0.0044025,0.0952272
0.0044026,0.0952273
0.0044027,0.0952273
0.0044028,0.0952274
0.0044029,0.0952274
0.004403,0.0952275
0.0044031,0.0952275
0.0044032,0.0952276
0.0044033,0.0952276
0.0044034,0.0952277
0.0044035,0.0952277
0.0044036,0.0952277
0.0044037,0.0952278
0.0044038,0.0952278
0.0044039,0.0952279
0.004404,0.0952279
0.0044041,0.095228
0.0044042,0.095228
0.0044043,0.0952281
0.0044044,0.0952281
0.0044045,0.0952282
0.0044046,0.0952282
0.0044047,0.0952282
0.0044048,0.0952283
0.0044049,0.0952283
0.004405,0.0952284
0.0044051,0.0952284
0.0044052,0.0952285
0.0044053,0.0952285
0.0044054,0.0952286
0.0044055,0.0952286
0.0044056,0.0952287
0.0044057,0.0952287
0.0044058,0.0952287
0.0044059,0.0952288
0.004406,0.0952288
0.0044061,0.0952289
0.0044062,0.0952289
0.0044063,0.095229
0.0044064,0.095229
0.0044065,0.0952291
0.0044066,0.0952291
0.0044067,0.0952292
0.0044068,0.0952292
0.0044069,0.0952292
0.004407,0.0952293
0.0044071,0.0952293
0.0044072,0.0952294
0.0044073,0.0952294
0.0044074,0.0952295
0.0044075,0.0952295
0.0044076,0.0952296
0.0044077,0.0952296
0.0044078,0.0952296
0.0044079,0.0952297
0.004408,0.0952297
0.0044081,0.0952298
0.0044082,0.0952298
0.0044083,0.0952299
0.0044084,0.0952299
0.0044085,0.09523
0.0044086,0.09523
0.0044087,0.0952301
0.0044088,0.0952301
0.0044089,0.0952301
0.004409,0.0952302
0.0044091,0.0952302
0.0044092,0.0952303
0.0044093,0.0952303
0.0044094,0.0952304
0.0044095,0.0952304
0.0044096,0.0952305
0.0044097,0.0952305
0.0044098,0.0952305
0.0044099,0.0952306
0.00441,0.0952306
0.0044101,0.0952307
0.0044102,0.0952307
0.0044103,0.0952308
0.0044104,0.0952308
0.0044105,0.0952309
0.0044106,0.0952309
0.0044107,0.0952309
0.0044108,0.095231
0.0044109,0.095231
0.004411,0.0952311
0.0044111,0.0952311
0.0044112,0.0952312
0.0044113,0.0952312
0.0044114,0.0952313
0.0044115,0.0952313
0.0044116,0.0952313
0.0044117,0.0952314
0.0044118,0.0952314
0.0044119,0.0952315
0.004412,0.0952315
0.0044121,0.0952316
0.0044122,0.0952316
0.0044123,0.0952317
0.0044124,0.0952317
0.0044125,0.0952317
0.0044126,0.0952318
0.0044127,0.0952318
0.0044128,0.0952319
0.0044129,0.0952319
0.004413,0.095232
0.0044131,0.095232
0.0044132,0.095232
0.0044133,0.0952321
0.0044134,0.0952321
0.0044135,0.0952322
0.0044136,0.0952322
0.0044137,0.0952323
0.0044138,0.0952323
0.0044139,0.0952324
0.004414,0.0952324
0.0044141,0.0952324
0.0044142,0.0952325
0.0044143,0.0952325
0.0044144,0.0952326
0.0044145,0.0952326
0.0044146,0.0952327
0.0044147,0.0952327
0.0044148,0.0952327
0.0044149,0.0952328
0.004415,0.0952328
0.0044151,0.0952329
0.0044152,0.0952329
0.0044153,0.095233
0.0044154,0.095233
0.0044155,0.095233
0.0044156,0.0952331
0.0044157,0.0952331
0.0044158,0.0952332
0.0044159,0.0952332
0.004416,0.0952333
0.0044161,0.0952333
0.0044162,0.0952333
0.0044163,0.0952334
0.0044164,0.0952334
0.0044165,0.0952335
0.0044166,0.0952335
0.0044167,0.0952336
0.0044168,0.0952336
0.0044169,0.0952336
0.004417,0.0952337
0.0044171,0.0952337
0.0044172,0.0952338
0.0044173,0.0952338
0.0044174,0.0952339
0.0044175,0.0952339
0.0044176,0.0952339
0.0044177,0.095234
0.0044178,0.095234
0.0044179,0.0952341
0.004418,0.0952341
0.0044181,0.0952342
0.0044182,0.0952342
0.0044183,0.0952342
0.0044184,0.0952343
0.0044185,0.0952343
0.0044186,0.0952344
0.0044187,0.0952344
0.0044188,0.0952344
0.0044189,0.0952345
0.004419,0.0952345
0.0044191,0.0952346
0.0044192,0.0952346
0.0044193,0.0952347
0.0044194,0.0952347
0.0044195,0.0952347
0.0044196,0.0952348
0.0044197,0.0952348
0.0044198,0.0952349
0.0044199,0.0952349
0.00442,0.095235
0.0044201,0.095235
0.0044202,0.095235
0.0044203,0.0952351
0.0044204,0.0952351
0.0044205,0.0952352
0.0044206,0.0952352
0.0044207,0.0952352
0.0044208,0.0952353
0.0044209,0.0952353
0.004421,0.0952354
0.0044211,0.0952354
0.0044212,0.0952354
0.0044213,0.0952355
0.0044214,0.0952355
0.0044215,0.0952356
0.0044216,0.0952356
0.0044217,0.0952357
0.0044218,0.0952357
0.0044219,0.0952357
0.004422,0.0952358
0.0044221,0.0952358
0.0044222,0.0952359
0.0044223,0.0952359
0.0044224,0.0952359
0.0044225,0.095236
0.0044226,0.095236
0.0044227,0.0952361
0.0044228,0.0952361
0.0044229,0.0952361
0.004423,0.0952362
0.0044231,0.0952362
0.0044232,0.0952363
0.0044233,0.0952363
0.0044234,0.0952363
0.0044235,0.0952364
0.0044236,0.0952364
0.0044237,0.0952365
0.0044238,0.0952365
0.0044239,0.0952365
0.004424,0.0952366
0.0044241,0.0952366
0.0044242,0.0952367
0.0044243,0.0952367
0.0044244,0.0952367
0.0044245,0.0952368
0.0044246,0.0952368
0.0044247,0.0952369
0.0044248,0.0952369
0.0044249,0.0952369
0.004425,0.095237
0.0044251,0.095237
0.0044252,0.0952371
0.0044253,0.0952371
0.0044254,0.0952371
0.0044255,0.0952372
0.0044256,0.0952372
0.0044257,0.0952373
0.0044258,0.0952373
0.0044259,0.0952373
0.004426,0.0952374
0.0044261,0.0952374
0.0044262,0.0952375
0.0044263,0.0952375
0.0044264,0.0952375
0.0044265,0.0952376
0.0044266,0.0952376
0.0044267,0.0952376
0.0044268,0.0952377
0.0044269,0.0952377
0.004427,0.0952378
0.0044271,0.0952378
0.0044272,0.0952378
0.0044273,0.0952379
0.0044274,0.0952379
0.0044275,0.095238
0.0044276,0.095238
0.0044277,0.095238
0.0044278,0.0952381
0.0044279,0.0952381
0.004428,0.0952382
0.0044281,0.0952382
0.0044282,0.0952382
0.0044283,0.0952383
0.0044284,0.0952383
0.0044285,0.0952383
0.0044286,0.0952384
0.0044287,0.0952384
0.0044288,0.0952385
0.0044289,0.0952385
0.004429,0.0952385
0.0044291,0.0952386
0.0044292,0.0952386
0.0044293,0.0952386
0.0044294,0.0952387
0.0044295,0.0952387
0.0044296,0.0952388
0.0044297,0.0952388
0.0044298,0.0952388
0.0044299,0.0952389
0.00443,0.0952389
0.0044301,0.0952389
0.0044302,0.095239
0.0044303,0.095239
0.0044304,0.0952391
0.0044305,0.0952391
0.0044306,0.0952391
0.0044307,0.0952392
0.0044308,0.0952392
0.0044309,0.0952392
0.004431,0.0952393
0.0044311,0.0952393
0.0044312,0.0952394
0.0044313,0.0952394
0.0044314,0.0952394
0.0044315,0.0952395
0.0044316,0.0952395
0.0044317,0.0952395
0.0044318,0.0952396
0.0044319,0.0952396
0.004432,0.0952396
0.0044321,0.0952397
0.0044322,0.0952397
0.0044323,0.0952398
0.0044324,0.0952398
0.0044325,0.0952398
0.0044326,0.0952399
0.0044327,0.0952399
0.0044328,0.0952399
0.0044329,0.09524
0.004433,0.09524
0.0044331,0.09524
0.0044332,0.0952401
0.0044333,0.0952401
0.0044334,0.0952401
0.0044335,0.0952402
0.0044336,0.0952402
0.0044337,0.0952403
0.0044338,0.0952403
0.0044339,0.0952403
0.004434,0.0952404
0.0044341,0.0952404
0.0044342,0.0952404
0.0044343,0.0952405
0.0044344,0.0952405
0.0044345,0.0952405
0.0044346,0.0952406
0.0044347,0.0952406
0.0044348,0.0952406
0.0044349,0.0952407
0.004435,0.0952407
0.0044351,0.0952407
0.0044352,0.0952408
0.0044353,0.0952408
0.0044354,0.0952408
0.0044355,0.0952409
0.0044356,0.0952409
0.0044357,0.095241
0.0044358,0.095241
0.0044359,0.095241
0.004436,0.0952411
0.0044361,0.0952411
0.0044362,0.0952411
0.0044363,0.0952412
0.0044364,0.0952412
0.0044365,0.0952412
0.0044366,0.0952413
0.0044367,0.0952413
0.0044368,0.0952413
0.0044369,0.0952414
0.004437,0.0952414
0.0044371,0.0952414
0.0044372,0.0952415
0.0044373,0.0952415
0.0044374,0.0952415
0.0044375,0.0952416
0.0044376,0.0952416
0.0044377,0.0952416
0.0044378,0.0952417
0.0044379,0.0952417
0.004438,0.0952417
0.0044381,0.0952418
0.0044382,0.0952418
0.0044383,0.0952418
0.0044384,0.0952419
0.0044385,0.0952419
0.0044386,0.0952419
0.0044387,0.095242
0.0044388,0.095242
0.0044389,0.095242
0.004439,0.0952421
0.0044391,0.0952421
0.0044392,0.0952421
0.0044393,0.0952422
0.0044394,0.0952422
0.0044395,0.0952422
0.0044396,0.0952423
0.0044397,0.0952423
0.0044398,0.0952423
0.0044399,0.0952424
0.00444,0.0952424
0.0044401,0.0952424
0.0044402,0.0952424
0.0044403,0.0952425
0.0044404,0.0952425
0.0044405,0.0952425
0.0044406,0.0952426
0.0044407,0.0952426
0.0044408,0.0952426
0.0044409,0.0952427
0.004441,0.0952427
0.0044411,0.0952427
0.0044412,0.0952428
0.0044413,0.0952428
0.0044414,0.0952428
0.0044415,0.0952429
0.0044416,0.0952429
0.0044417,0.0952429
0.0044418,0.095243
0.0044419,0.095243
0.004442,0.095243
0.0044421,0.095243
0.0044422,0.0952431
0.0044423,0.0952431
0.0044424,0.0952431
0.0044425,0.0952432
0.0044426,0.0952432
0.0044427,0.0952432
0.0044428,0.0952433
0.0044429,0.0952433
0.004443,0.0952433
0.0044431,0.0952433
0.0044432,0.0952434
0.0044433,0.0952434
0.0044434,0.0952434
0.0044435,0.0952435
0.0044436,0.0952435
0.0044437,0.0952435
0.0044438,0.0952436
0.0044439,0.0952436
0.004444,0.0952436
0.0044441,0.0952436
0.0044442,0.0952437
0.0044443,0.0952437
0.0044444,0.0952437
0.0044445,0.0952438
0.0044446,0.0952438
0.0044447,0.0952438
0.0044448,0.0952439
0.0044449,0.0952439
0.004445,0.0952439
0.0044451,0.0952439
0.0044452,0.095244
0.0044453,0.095244
0.0044454,0.095244
0.0044455,0.0952441
0.0044456,0.0952441
0.0044457,0.0952441
0.0044458,0.0952441
0.0044459,0.0952442
0.004446,0.0952442
0.0044461,0.0952442
0.0044462,0.0952443
0.0044463,0.0952443
0.0044464,0.0952443
0.0044465,0.0952443
0.0044466,0.0952444
0.0044467,0.0952444
0.0044468,0.0952444
0.0044469,0.0952445
0.004447,0.0952445
0.0044471,0.0952445
0.0044472,0.0952445
0.0044473,0.0952446
0.0044474,0.0952446
0.0044475,0.0952446
0.0044476,0.0952447
0.0044477,0.0952447
0.0044478,0.0952447
0.0044479,0.0952447
0.004448,0.0952448
0.0044481,0.0952448
0.0044482,0.0952448
0.0044483,0.0952448
0.0044484,0.0952449
0.0044485,0.0952449
0.0044486,0.0952449
0.0044487,0.095245
0.0044488,0.095245
0.0044489,0.095245
0.004449,0.095245
0.0044491,0.0952451
0.0044492,0.0952451
0.0044493,0.0952451
0.0044494,0.0952451
0.0044495,0.0952452
0.0044496,0.0952452
0.0044497,0.0952452
0.0044498,0.0952452
0.0044499,0.0952453
0.00445,0.0952453
0.0044501,0.0952453
0.0044502,0.0952454
0.0044503,0.0952454
0.0044504,0.0952454
0.0044505,0.0952454
0.0044506,0.0952455
0.0044507,0.0952455
0.0044508,0.0952455
0.0044509,0.0952455
0.004451,0.0952456
0.0044511,0.0952456
0.0044512,0.0952456
0.0044513,0.0952456
0.0044514,0.0952457
0.0044515,0.0952457
0.0044516,0.0952457
0.0044517,0.0952457
0.0044518,0.0952458
0.0044519,0.0952458
0.004452,0.0952458
0.0044521,0.0952458
0.0044522,0.0952459
0.0044523,0.0952459
0.0044524,0.0952459
0.0044525,0.0952459
0.0044526,0.095246
0.0044527,0.095246
0.0044528,0.095246
0.0044529,0.095246
0.004453,0.0952461
0.0044531,0.0952461
0.0044532,0.0952461
0.0044533,0.0952461
0.0044534,0.0952462
0.0044535,0.0952462
0.0044536,0.0952462
0.0044537,0.0952462
0.0044538,0.0952462
0.0044539,0.0952463
0.004454,0.0952463
0.0044541,0.0952463
0.0044542,0.0952463
0.0044543,0.0952464
0.0044544,0.0952464
0.0044545,0.0952464
0.0044546,0.0952464
0.0044547,0.0952465
0.0044548,0.0952465
0.0044549,0.0952465
0.004455,0.0952465
0.0044551,0.0952466
0.0044552,0.0952466
0.0044553,0.0952466
0.0044554,0.0952466
0.0044555,0.0952466
0.0044556,0.0952467
0.0044557,0.0952467
0.0044558,0.0952467
0.0044559,0.0952467
0.004456,0.0952468
0.0044561,0.0952468
0.0044562,0.0952468
0.0044563,0.0952468
0.0044564,0.0952468
0.0044565,0.0952469
0.0044566,0.0952469
0.0044567,0.0952469
0.0044568,0.0952469
0.0044569,0.095247
0.004457,0.095247
0.0044571,0.095247
0.0044572,0.095247
0.0044573,0.095247
0.0044574,0.0952471
0.0044575,0.0952471
0.0044576,0.0952471
0.0044577,0.0952471
0.0044578,0.0952471
0.0044579,0.0952472
0.004458,0.0952472
0.0044581,0.0952472
0.0044582,0.0952472
0.0044583,0.0952473
0.0044584,0.0952473
0.0044585,0.0952473
0.0044586,0.0952473
0.0044587,0.0952473
0.0044588,0.0952474
0.0044589,0.0952474
0.004459,0.0952474
0.0044591,0.0952474
0.0044592,0.0952474
0.0044593,0.0952475
0.0044594,0.0952475
0.0044595,0.0952475
0.0044596,0.0952475
0.0044597,0.0952475
0.0044598,0.0952476
0.0044599,0.0952476
0.00446,0.0952476
0.0044601,0.0952476
0.0044602,0.0952476
0.0044603,0.0952477
0.0044604,0.0952477
0.0044605,0.0952477
0.0044606,0.0952477
0.0044607,0.0952477
0.0044608,0.0952478
0.0044609,0.0952478
0.004461,0.0952478
0.0044611,0.0952478
0.0044612,0.0952478
0.0044613,0.0952479
0.0044614,0.0952479
0.0044615,0.0952479
0.0044616,0.0952479
0.0044617,0.0952479
0.0044618,0.0952479
0.0044619,0.095248
0.004462,0.095248
0.0044621,0.095248
0.0044622,0.095248
0.0044623,0.095248
0.0044624,0.0952481
0.0044625,0.0952481
0.0044626,0.0952481
0.0044627,0.0952481
0.0044628,0.0952481
0.0044629,0.0952481
0.004463,0.0952482
0.0044631,0.0952482
0.0044632,0.0952482
0.0044633,0.0952482
0.0044634,0.0952482
0.0044635,0.0952483
0.0044636,0.0952483
0.0044637,0.0952483
0.0044638,0.0952483
0.0044639,0.0952483
0.004464,0.0952483
0.0044641,0.0952484
0.0044642,0.0952484
0.0044643,0.0952484
0.0044644,0.0952484
0.0044645,0.0952484
0.0044646,0.0952484
0.0044647,0.0952485
0.0044648,0.0952485
0.0044649,0.0952485
0.004465,0.0952485
0.0044651,0.0952485
0.0044652,0.0952485
0.0044653,0.0952486
0.0044654,0.0952486
0.0044655,0.0952486
0.0044656,0.0952486
0.0044657,0.0952486
0.0044658,0.0952486
0.0044659,0.0952487
0.004466,0.0952487
0.0044661,0.0952487
0.0044662,0.0952487
0.0044663,0.0952487
0.0044664,0.0952487
0.0044665,0.0952488
0.0044666,0.0952488
0.0044667,0.0952488
0.0044668,0.0952488
0.0044669,0.0952488
0.004467,0.0952488
0.0044671,0.0952489
0.0044672,0.0952489
0.0044673,0.0952489
0.0044674,0.0952489
0.0044675,0.0952489
0.0044676,0.0952489
0.0044677,0.0952489
0.0044678,0.095249
0.0044679,0.095249
0.004468,0.095249
0.0044681,0.095249
0.0044682,0.095249
0.0044683,0.095249
0.0044684,0.095249
0.0044685,0.0952491
0.0044686,0.0952491
0.0044687,0.0952491
0.0044688,0.0952491
0.0044689,0.0952491
0.004469,0.0952491
0.0044691,0.0952491
0.0044692,0.0952492
0.0044693,0.0952492
0.0044694,0.0952492
0.0044695,0.0952492
0.0044696,0.0952492
0.0044697,0.0952492
0.0044698,0.0952492
0.0044699,0.0952493
0.00447,0.0952493
0.0044701,0.0952493
0.0044702,0.0952493
0.0044703,0.0952493
0.0044704,0.0952493
0.0044705,0.0952493
0.0044706,0.0952493
0.0044707,0.0952494
0.0044708,0.0952494
0.0044709,0.0952494
0.004471,0.0952494
0.0044711,0.0952494
0.0044712,0.0952494
0.0044713,0.0952494
0.0044714,0.0952495
0.0044715,0.0952495
0.0044716,0.0952495
0.0044717,0.0952495
0.0044718,0.0952495
0.0044719,0.0952495
0.004472,0.0952495
0.0044721,0.0952495
0.0044722,0.0952496
0.0044723,0.0952496
0.0044724,0.0952496
0.0044725,0.0952496
0.0044726,0.0952496
0.0044727,0.0952496
0.0044728,0.0952496
0.0044729,0.0952496
0.004473,0.0952496
0.0044731,0.0952497
0.0044732,0.0952497
0.0044733,0.0952497
0.0044734,0.0952497
0.0044735,0.0952497
0.0044736,0.0952497
0.0044737,0.0952497
0.0044738,0.0952497
0.0044739,0.0952497
0.004474,0.0952498
0.0044741,0.0952498
0.0044742,0.0952498
0.0044743,0.0952498
0.0044744,0.0952498
0.0044745,0.0952498
0.0044746,0.0952498
0.0044747,0.0952498
0.0044748,0.0952498
0.0044749,0.0952499
0.004475,0.0952499
0.0044751,0.0952499
0.0044752,0.0952499
0.0044753,0.0952499
0.0044754,0.0952499
0.0044755,0.0952499
0.0044756,0.0952499
0.0044757,0.0952499
0.0044758,0.0952499
0.0044759,0.09525
0.004476,0.09525
0.0044761,0.09525
0.0044762,0.09525
0.0044763,0.09525
0.0044764,0.09525
0.0044765,0.09525
0.0044766,0.09525
0.0044767,0.09525
0.0044768,0.09525
0.0044769,0.0952501
0.004477,0.0952501
0.0044771,0.0952501
0.0044772,0.0952501
0.0044773,0.0952501
0.0044774,0.0952501
0.0044775,0.0952501
0.0044776,0.0952501
0.0044777,0.0952501
0.0044778,0.0952501
0.0044779,0.0952501
0.004478,0.0952501
0.0044781,0.0952502
0.0044782,0.0952502
0.0044783,0.0952502
0.0044784,0.0952502
0.0044785,0.0952502
0.0044786,0.0952502
0.0044787,0.0952502
0.0044788,0.0952502
0.0044789,0.0952502
0.004479,0.0952502
0.0044791,0.0952502
0.0044792,0.0952502
0.0044793,0.0952503
0.0044794,0.0952503
0.0044795,0.0952503
0.0044796,0.0952503
0.0044797,0.0952503
0.0044798,0.0952503
0.0044799,0.0952503
0.00448,0.0952503
0.0044801,0.0952503
0.0044802,0.0952503
0.0044803,0.0952503
0.0044804,0.0952503
0.0044805,0.0952503
0.0044806,0.0952503
0.0044807,0.0952504
0.0044808,0.0952504
0.0044809,0.0952504
0.004481,0.0952504
0.0044811,0.0952504
0.0044812,0.0952504
0.0044813,0.0952504
0.0044814,0.0952504
0.0044815,0.0952504
0.0044816,0.0952504
0.0044817,0.0952504
0.0044818,0.0952504
0.0044819,0.0952504
0.004482,0.0952504
0.0044821,0.0952504
0.0044822,0.0952505
0.0044823,0.0952505
0.0044824,0.0952505
0.0044825,0.0952505
0.0044826,0.0952505
0.0044827,0.0952505
0.0044828,0.0952505
0.0044829,0.0952505
0.004483,0.0952505
0.0044831,0.0952505
0.0044832,0.0952505
0.0044833,0.0952505
0.0044834,0.0952505
0.0044835,0.0952505
0.0044836,0.0952505
0.0044837,0.0952505
0.0044838,0.0952505
0.0044839,0.0952505
0.004484,0.0952506
0.0044841,0.0952506
0.0044842,0.0952506
0.0044843,0.0952506
0.0044844,0.0952506
0.0044845,0.0952506
0.0044846,0.0952506
0.0044847,0.0952506
0.0044848,0.0952506
0.0044849,0.0952506
0.004485,0.0952506
0.0044851,0.0952506
0.0044852,0.0952506
0.0044853,0.0952506
0.0044854,0.0952506
0.0044855,0.0952506
0.0044856,0.0952506
0.0044857,0.0952506
0.0044858,0.0952506
0.0044859,0.0952506
0.004486,0.0952506
0.0044861,0.0952506
0.0044862,0.0952506
0.0044863,0.0952507
0.0044864,0.0952507
0.0044865,0.0952507
0.0044866,0.0952507
0.0044867,0.0952507
0.0044868,0.0952507
0.0044869,0.0952507
0.004487,0.0952507
0.0044871,0.0952507
0.0044872,0.0952507
0.0044873,0.0952507
0.0044874,0.0952507
0.0044875,0.0952507
0.0044876,0.0952507
0.0044877,0.0952507
0.0044878,0.0952507
0.0044879,0.0952507
0.004488,0.0952507
0.0044881,0.0952507
0.0044882,0.0952507
0.0044883,0.0952507
0.0044884,0.0952507
0.0044885,0.0952507
0.0044886,0.0952507
0.0044887,0.0952507
0.0044888,0.0952507
0.0044889,0.0952507
0.004489,0.0952507
0.0044891,0.0952507
0.0044892,0.0952507
0.0044893,0.0952507
0.0044894,0.0952507
0.0044895,0.0952507
0.0044896,0.0952507
0.0044897,0.0952507
0.0044898,0.0952507
0.0044899,0.0952507
0.00449,0.0952507
0.0044901,0.0952507
0.0044902,0.0952507
0.0044903,0.0952508
0.0044904,0.0952508
0.0044905,0.0952508
0.0044906,0.0952508
0.0044907,0.0952508
0.0044908,0.0952508
0.0044909,0.0952508
0.004491,0.0952508
0.0044911,0.0952508
0.0044912,0.0952508
0.0044913,0.0952508
0.0044914,0.0952508
0.0044915,0.0952508
0.0044916,0.0952508
0.0044917,0.0952508
0.0044918,0.0952508
0.0044919,0.0952508
0.004492,0.0952508
0.0044921,0.0952508
0.0044922,0.0952508
0.0044923,0.0952508
0.0044924,0.0952508
0.0044925,0.0952508
0.0044926,0.0952508
0.0044927,0.0952508
0.0044928,0.0952508
0.0044929,0.0952508
0.004493,0.0952508
0.0044931,0.0952508
0.0044932,0.0952508
0.0044933,0.0952508
0.0044934,0.0952508
0.0044935,0.0952508
0.0044936,0.0952508
0.0044937,0.0952508
0.0044938,0.0952508
0.0044939,0.0952508
0.004494,0.0952508
0.0044941,0.0952508
0.0044942,0.0952508
0.0044943,0.0952508
0.0044944,0.0952508
0.0044945,0.0952508
0.0044946,0.0952508
0.0044947,0.0952508
0.0044948,0.0952508
0.0044949,0.0952508
0.004495,0.0952508
0.0044951,0.0952508
0.0044952,0.0952508
0.0044953,0.0952508
0.0044954,0.0952508
0.0044955,0.0952508
0.0044956,0.0952507
0.0044957,0.0952507
0.0044958,0.0952507
0.0044959,0.0952507
0.004496,0.0952507
0.0044961,0.0952507
0.0044962,0.0952507
0.0044963,0.0952507
0.0044964,0.0952507
0.0044965,0.0952507
0.0044966,0.0952507
0.0044967,0.0952507
0.0044968,0.0952507
0.0044969,0.0952507
0.004497,0.0952507
0.0044971,0.0952507
